Date/Time	MERRA C~ws50~Mean	MERRA E~ws50~Mean	MERRA N~ws50~Mean	MERRA S~ws50~Mean	MERRA W~ws50~Mean
02/12/2007 22:00	16.8034	20.5587	17.6698	22.5681	36.4505
02/12/2007 23:00	13.7918	21.5036	15.0706	20.9236	40.0942
03/12/2007 00:00	14.484	21.2825	14.1718	20.9177	21.125
03/12/2007 01:00	13.8495	24.355	14.1174	20.8767	25.6067
03/12/2007 02:00	16.1257	22.9505	16.8795	21.2186	27.9867
03/12/2007 03:00	15.5918	40.6625	15.3003	18.5376	29.177
03/12/2007 04:00	13.6098	25.091	12.8455	18.8029	16.9564
03/12/2007 05:00	9.7695	25.5722	9.7748	13.6159	25.2824
03/12/2007 06:00	11.5353	36.608	12.1284	15.9304	20.559
03/12/2007 07:00	11.5921	25.1139	12.1724	13.4159	26.5828
03/12/2007 08:00	10.3986	41.0545	11.2179	17.0492	27.3971
03/12/2007 09:00	5.943	8.2719	5.2264	8.5056	12.2401
03/12/2007 10:00	4.0633	15.238	4.4905	6.391	12.245
03/12/2007 11:00	4.6155	5.1379	4.1147	5.5294	9.6837
03/12/2007 12:00	3.0865	9.4844	2.6341	3.5543	3.8106
03/12/2007 13:00	3.3948	5.2424	3.1037	4.5261	7.8764
03/12/2007 14:00	4.9566	6.2934	4.6981	7.338	13.9448
03/12/2007 15:00	3.676	8.2797	3.0894	4.7967	4.8647
03/12/2007 16:00	4.3632	9.4466	4.2684	6.3533	11.3099
03/12/2007 17:00	9.3605	11.5257	9.1351	13.0814	22.3127
03/12/2007 18:00	14.0106	50.2177	14.8539	19.5436	20.069
03/12/2007 19:00	17.8575	66.3486	17.8491	18.9984	42.2323
03/12/2007 20:00	19.1913	67.2179	19.3261	21.4845	44.7649
03/12/2007 21:00	14.2487	43.4472	13.9012	20.1679	31.6711
03/12/2007 22:00	16.5803	57.7356	17.272	20.2351	31.3169
03/12/2007 23:00	13.096	22.2372	13.2639	15.3624	15.2032
04/12/2007 00:00	10.7706	14.0182	10.4695	14.7966	29.7169
04/12/2007 01:00	9.7677	11.6795	10.2732	11.1968	19.5438
04/12/2007 02:00	12.193	19.4765	13.2552	18.1311	30.3767
04/12/2007 03:00	13.0521	29.6937	13.574	19.6886	34.5909
04/12/2007 04:00	8.8764	32.6445	9.4121	13.0566	26.6942
04/12/2007 05:00	10.5694	20.9496	10.4884	16.2687	11.0757
04/12/2007 06:00	9.027	24.2156	8.7855	10.685	13.4265
04/12/2007 07:00	11.1817	15.856	11.3054	14.1773	22.9181
04/12/2007 08:00	8.7186	24.8575	8.9794	11.0928	19.3646
04/12/2007 09:00	10.2153	22.9112	10.4844	15.1611	16.0544
04/12/2007 10:00	8.4681	31.1622	9.1995	11.629	25.3306
04/12/2007 11:00	8.7267	27.749	9.7028	14.2849	17.7922
04/12/2007 12:00	6.2471	14.5136	6.6717	7.4952	10.9231
04/12/2007 13:00	6.4042	10.0628	5.8105	8.755	19.3591
04/12/2007 14:00	7.1743	23.2292	7.75	8.6714	21.7169
04/12/2007 15:00	6.9903	26.5447	6.3904	9.2387	15.123
04/12/2007 16:00	8.0569	22.7094	7.323	9.9565	18.5314
04/12/2007 17:00	9.3183	12.9631	9.8911	14.3104	15.1647
04/12/2007 18:00	9.203	23.0986	8.9713	9.896	20.3349
04/12/2007 19:00	9.4661	21.8287	10.1551	14.6117	12.9262
04/12/2007 20:00	11.5473	40.1451	11.295	12.2749	19.6034
04/12/2007 21:00	11.1049	19.5501	10.7612	15.7204	11.2181
04/12/2007 22:00	13.2031	43.4701	12.9466	15.2516	23.9427
04/12/2007 23:00	13.0475	18.1356	12.4423	15.6013	26.0627
05/12/2007 00:00	14.5825	53.0403	14.6937	17.0774	15.9219
05/12/2007 01:00	12.6493	21.9737	12.1585	13.0668	30.985
05/12/2007 02:00	12.5093	21.9698	12.3285	15.9945	15.0788
05/12/2007 03:00	13.2394	18.2829	13.9054	20.7342	39.1875
05/12/2007 04:00	14.5982	58.0756	15.6123	16.6058	31.138
05/12/2007 05:00	13.5383	51.4245	13.5892	20.7197	33.5043
05/12/2007 06:00	19.0151	40.4894	18.7249	21.659	52.115
05/12/2007 07:00	16.523	43.4212	17.2569	23.574	17.4425
05/12/2007 08:00	13.6266	15.9397	14.1928	16.081	31.6464
05/12/2007 09:00	14.5095	16.4552	14.0502	21.2413	27.1799
05/12/2007 10:00	18.4498	71.8939	19.2333	26.1922	40.3271
05/12/2007 11:00	16.2678	16.6012	17.0035	17.5689	42.1818
05/12/2007 12:00	16.277	54.9505	18.0387	26.5235	35.8574
05/12/2007 13:00	15.1641	18.1891	15.4874	21.4106	43.1625
05/12/2007 14:00	14.1552	32.6394	14.604	20.4228	31.5886
05/12/2007 15:00	12.5494	19.2768	12.5325	16.3217	30.5784
05/12/2007 16:00	9.8001	28.1252	10.4734	14.3737	26.2595
05/12/2007 17:00	9.6906	14.6893	9.5502	11.2417	25.4834
05/12/2007 18:00	10.3485	15.7038	10.4082	11.8397	13.5438
05/12/2007 19:00	12.1584	30.5655	12.2148	17.5977	26.1019
05/12/2007 20:00	11.7017	12.1492	12.1083	17.4007	23.9488
05/12/2007 21:00	12.1075	37.1601	12.2991	17.0612	18.3469
05/12/2007 22:00	9.6082	26.1631	10.214	11.9494	16.4701
05/12/2007 23:00	8.9516	18.6416	9.2369	11.1216	19.2571
06/12/2007 00:00	11.4795	21.9724	12.6043	17.4546	14.3514
06/12/2007 01:00	10.3396	13.0135	9.7127	12.029	12.9817
06/12/2007 02:00	8.5179	22.1474	8.3872	12.8849	25.4033
06/12/2007 03:00	12.2846	22.3252	12.5067	17.8307	30.5171
06/12/2007 04:00	11.5434	21.7722	11.135	12.4568	27.0665
06/12/2007 05:00	11.3239	15.6947	11.6091	12.3334	19.3248
06/12/2007 06:00	9.7821	22.7416	9.9464	13.247	11.5017
06/12/2007 07:00	13.595	49.449	14.0823	18.7511	32.8257
06/12/2007 08:00	13.7772	24.3687	13.2979	17.3467	19.2607
06/12/2007 09:00	13.9329	21.7374	14.125	17.2065	19.9302
06/12/2007 10:00	10.5431	14.0736	11.736	15.2796	24.0767
06/12/2007 11:00	14.04	34.3537	15.1563	17.5337	30.1772
06/12/2007 12:00	11.6471	36.4295	12.2577	16.1781	33.1047
06/12/2007 13:00	13.973	14.5	14.0084	19.8299	24.9187
06/12/2007 14:00	13.6881	16.7255	14.6726	20.6717	38.2328
06/12/2007 15:00	15.0776	28.5107	15.1435	19.7526	29.7833
06/12/2007 16:00	12.0576	43.121	12.4477	17.1849	23.3312
06/12/2007 17:00	13.3257	43.7121	12.9413	16.2826	26.417
06/12/2007 18:00	12.6686	46.0332	12.7405	17.9379	28.3616
06/12/2007 19:00	14.0053	42.4658	13.602	18.042	20.3264
06/12/2007 20:00	11.7356	40.5808	11.2977	13.4049	20.6019
06/12/2007 21:00	9.9382	26.2101	10.6946	11.7475	23.0165
06/12/2007 22:00	11.0016	14.9995	10.2987	11.0297	29.1337
06/12/2007 23:00	10.3825	28.0873	10.7278	13.2766	25.4906
07/12/2007 00:00	8.1704	30.4481	8.1552	10.81	8.8619
07/12/2007 01:00	10.4132	39.1331	10.0538	15.5849	13.3206
07/12/2007 02:00	8.4168	12.054	8.2962	11.2416	15.6706
07/12/2007 03:00	11.0188	14.0639	11.31	15.8195	30.9631
07/12/2007 04:00	10.5595	15.4592	11.305	16.9406	21.2075
07/12/2007 05:00	9.0156	27.3217	9.0065	13.5404	15.2081
07/12/2007 06:00	11.0199	43.7978	12.1865	14.6176	16.0283
07/12/2007 07:00	7.4258	22.4921	8.2275	12.0692	12.4827
07/12/2007 08:00	8.6479	34.7947	8.2782	11.2318	9.0021
07/12/2007 09:00	6.2425	12.2879	6.6076	9.8222	12.3922
07/12/2007 10:00	5.2779	10.6354	4.5713	5.7122	14.0536
07/12/2007 11:00	5.1678	10.697	5.1396	7.1219	12.6317
07/12/2007 12:00	5.9437	20.9236	5.4823	7.7494	11.7955
07/12/2007 13:00	6.4646	15.1014	6.5938	10.1275	7.423
07/12/2007 14:00	4.0726	4.354	3.3817	5.3225	7.2458
07/12/2007 15:00	3.9623	13.6642	3.9897	6.5081	5.4779
07/12/2007 16:00	4.647	16.7635	4.7996	5.8088	9.4066
07/12/2007 17:00	7.2252	10.0325	7.5653	8.4878	18.9118
07/12/2007 18:00	7.6631	8.0762	8.3269	9.7907	10.7728
07/12/2007 19:00	8.9475	31.5498	9.3078	11.1038	12.6841
07/12/2007 20:00	9.8061	39.2363	9.9017	10.9449	16.6296
07/12/2007 21:00	10.595	23.9084	10.0378	14.7511	17.3504
07/12/2007 22:00	8.2524	9.8931	8.8424	13.5123	14.0961
07/12/2007 23:00	9.9439	37.1359	10.5423	13.7887	19.7327
08/12/2007 00:00	11.4736	27.7402	11.865	17.6452	22.3013
08/12/2007 01:00	14.311	18.4369	14.7068	18.3192	36.8766
08/12/2007 02:00	10.4265	20.042	10.9041	14.1176	28.5392
08/12/2007 03:00	12.5442	36.264	13.0369	18.0782	16.9648
08/12/2007 04:00	12.7549	38.0306	13.5385	16.2026	24.1796
08/12/2007 05:00	11.8417	16.8194	12.4051	16.596	25.5478
08/12/2007 06:00	12.7234	47.8653	12.796	18.2695	25.0963
08/12/2007 07:00	10.8279	15.2266	11.1521	15.3146	16.7106
08/12/2007 08:00	8.4277	20.164	7.9993	9.7804	23.891
08/12/2007 09:00	10.0688	31.9616	9.3927	9.8727	14.27
08/12/2007 10:00	6.8028	18.7111	7.4448	10.8224	8.7014
08/12/2007 11:00	10.2458	33.3523	11.1766	15.5121	21.8326
08/12/2007 12:00	11.1278	37.0467	11.6804	13.1572	23.6917
08/12/2007 13:00	8.2076	21.771	8.8944	12.2665	18.7113
08/12/2007 14:00	9.7775	22.4091	10.3993	14.7285	19.5596
08/12/2007 15:00	9.4022	33.3968	9.3191	13.6092	21.5568
08/12/2007 16:00	6.8407	21.1334	7.6917	9.0053	12.3344
08/12/2007 17:00	6.922	11.9422	7.4179	11.1634	8.1689
08/12/2007 18:00	10.3847	34.968	10.513	15.6	10.9167
08/12/2007 19:00	11.1737	39.5038	11.8324	17.7878	24.5565
08/12/2007 20:00	7.4501	19.5439	7.8907	9.9574	16.316
08/12/2007 21:00	7.2841	20.1009	7.4761	9.5551	18.5361
08/12/2007 22:00	11.3595	13.8993	11.3835	17.1169	20.9094
08/12/2007 23:00	10.1045	16.3103	10.2205	11.0758	17.8048
09/12/2007 00:00	9.8026	20.2222	10.053	13.5785	17.591
09/12/2007 01:00	8.6469	11.2682	9.1918	11.7246	14.0134
09/12/2007 02:00	8.4584	32.6675	8.3986	10.142	8.8048
09/12/2007 03:00	8.3689	22.1808	8.2717	10.6941	10.1767
09/12/2007 04:00	7.7833	23.793	7.7163	8.8124	21.6041
09/12/2007 05:00	6.5361	10.0577	6.3626	9.4504	19.026
09/12/2007 06:00	5.8932	6.6081	5.6323	8.9096	6.1197
09/12/2007 07:00	3.3457	7.404	3.0383	5.2592	6.4176
09/12/2007 08:00	4.5352	14.583	4.7343	6.545	13.1087
09/12/2007 09:00	6.5317	9.0666	6.6112	8.8159	8.9948
09/12/2007 10:00	5.3018	13.9881	5.6988	7.1671	14.3186
09/12/2007 11:00	4.8147	14.3369	4.742	5.6767	9.3306
09/12/2007 12:00	7.3	17.4066	6.9365	8.3427	18.0987
09/12/2007 13:00	6.9915	24.609	6.7462	9.5892	8.2607
09/12/2007 14:00	6.0923	7.6114	5.8234	7.7153	7.7511
09/12/2007 15:00	5.9603	18.6159	5.7548	8.4265	13.5457
09/12/2007 16:00	5.7379	18.7194	5.8255	9.2118	8.2977
09/12/2007 17:00	5.1388	10.1851	5.1803	7.0869	9.5328
09/12/2007 18:00	4.5194	16.3506	4.75	6.8286	11.2685
09/12/2007 19:00	5.1355	20.4443	5.269	7.1988	6.2303
09/12/2007 20:00	4.6385	9.1147	5.0987	6.2538	8.7934
09/12/2007 21:00	5.3459	6.152	4.9757	7.802	9.3268
09/12/2007 22:00	4.6469	13.2258	4.1508	5.2405	12.9777
09/12/2007 23:00	5.7201	19.608	5.9275	9.3132	6.2417
10/12/2007 00:00	6.4574	19.2721	5.8615	8.0215	13.904
10/12/2007 01:00	8.2931	8.5739	7.8346	9.42	10.8363
10/12/2007 02:00	6.2034	15.3837	6.6583	10.3879	16.3251
10/12/2007 03:00	7.1133	23.7149	7.09	8.9557	14.2013
10/12/2007 04:00	5.0301	7.7387	5.005	7.3134	12.4482
10/12/2007 05:00	5.5094	6.9782	5.2998	8.1398	14.3127
10/12/2007 06:00	5.1864	16.9402	4.9228	6.3852	13.5398
10/12/2007 07:00	5.3353	21.3792	5.0832	8.1387	7.8669
10/12/2007 08:00	4.5096	8.3311	4.6258	6.5474	10.397
10/12/2007 09:00	5.0195	13.5127	5.3071	7.7761	5.9777
10/12/2007 10:00	6.1656	11.1167	6.5033	9.2979	13.2538
10/12/2007 11:00	6.6925	13.7983	7.3111	10.3868	17.3731
10/12/2007 12:00	5.3576	5.8203	5.2931	7.6137	11.7529
10/12/2007 13:00	6.8686	24.2371	7.1191	9.2527	8.8713
10/12/2007 14:00	6.3593	7.6732	7.1495	10.697	13.8562
10/12/2007 15:00	4.713	14.4431	5.4905	7.3339	8.163
10/12/2007 16:00	6.0155	16.9461	6.5899	8.182	9.3026
10/12/2007 17:00	5.802	16.8618	6.7238	9.553	11.9523
10/12/2007 18:00	7.2261	9.1452	7.8518	10.3218	20.9231
10/12/2007 19:00	6.1096	18.744	6.5397	7.7456	12.4793
10/12/2007 20:00	5.3129	13.4698	4.7593	7.0104	9.1063
10/12/2007 21:00	7.5598	12.9982	6.8687	8.4831	14.1021
10/12/2007 22:00	7.3983	9.3581	7.3312	11.2184	16.5236
10/12/2007 23:00	5.3367	21.2574	5.8026	8.4478	12.8627
11/12/2007 00:00	6.3439	6.8656	6.0548	8.413	7.9271
11/12/2007 01:00	5.6434	8.3245	5.5169	8.2673	9.4019
11/12/2007 02:00	5.9584	22.5556	6.2111	7.4015	6.1567
11/12/2007 03:00	6.8618	22.1442	7.0666	9.1028	14.1285
11/12/2007 04:00	6.1483	16.3393	6.6215	8.3777	13.623
11/12/2007 05:00	7.9997	23.6001	8.3209	11.7984	8.6813
11/12/2007 06:00	8.1149	14.5449	7.6826	10.8537	18.4978
11/12/2007 07:00	7.1656	27.691	7.1519	7.9872	10.2899
11/12/2007 08:00	10.0218	20.2414	11.0142	16.7179	12.5446
11/12/2007 09:00	11.6371	25.0537	12.3288	13.5375	19.481
11/12/2007 10:00	8.8825	25.2813	8.9842	13.8524	25.0991
11/12/2007 11:00	7.6301	21.1931	7.4203	8.6064	12.5047
11/12/2007 12:00	8.3364	11.4409	8.5621	9.9129	23.7817
11/12/2007 13:00	10.6734	17.7261	11.1004	11.4792	16.0122
11/12/2007 14:00	10.7318	23.3227	11.0996	15.6896	19.6894
11/12/2007 15:00	8.0483	13.7232	8.8589	10.2825	19.9196
11/12/2007 16:00	7.4323	13.7777	7.7332	8.9735	7.8542
11/12/2007 17:00	8.8529	22.5704	9.6485	10.8986	19.1193
11/12/2007 18:00	9.578	23.2505	9.8687	14.3629	17.8111
11/12/2007 19:00	8.8184	30.7029	8.4034	11.8184	9.2854
11/12/2007 20:00	7.6297	18.3437	7.3561	10.664	20.1991
11/12/2007 21:00	8.1344	20.294	8.2485	10.9256	22.7744
11/12/2007 22:00	7.0242	25.5241	6.4629	8.4692	15.709
11/12/2007 23:00	9.8967	19.8748	9.8546	10.5853	24.4253
12/12/2007 00:00	7.8503	23.2763	7.7675	11.6361	21.2724
12/12/2007 01:00	8.2072	10.2508	8.5979	12.6045	17.7384
12/12/2007 02:00	10.3559	15.1063	10.785	12.1412	12.9465
12/12/2007 03:00	9.3296	23.2025	9.1641	12.7412	27.7594
12/12/2007 04:00	8.1001	14.4221	8.8217	10.4848	11.377
12/12/2007 05:00	8.0616	27.3737	8.104	10.8238	14.9586
12/12/2007 06:00	7.3561	27.7191	7.2003	10.0423	16.3353
12/12/2007 07:00	6.576	16.272	6.5991	8.904	19.0306
12/12/2007 08:00	7.5912	28.74	7.6179	10.8035	13.3276
12/12/2007 09:00	6.3269	10.4285	5.8806	7.7458	14.6209
12/12/2007 10:00	6.8958	21.9558	7.69	8.8123	18.0828
12/12/2007 11:00	5.3871	12.1723	4.8372	6.6993	9.6948
12/12/2007 12:00	5.0528	8.6614	5.4675	6.6283	8.5961
12/12/2007 13:00	5.4484	18.4684	5.257	8.1528	14.4934
12/12/2007 14:00	5.84	17.1714	6.3783	7.0346	15.6559
12/12/2007 15:00	7.6629	18.2924	7.4898	10.4883	10.2669
12/12/2007 16:00	9.4639	26.8763	10.0788	12.1638	28.0846
12/12/2007 17:00	9.1371	16.7098	9.0269	9.994	15.5024
12/12/2007 18:00	14.6512	51.6156	14.8796	22.7953	42.9725
12/12/2007 19:00	11.18	42.8594	11.3051	14.9192	25.8005
12/12/2007 20:00	10.0401	30.8002	10.8834	16.3994	10.0016
12/12/2007 21:00	11.6834	15.6848	11.0243	15.4645	15.564
12/12/2007 22:00	8.8638	17.0721	9.0118	11.9543	13.5193
12/12/2007 23:00	8.0419	19.2906	8.5036	9.8123	19.1943
13/12/2007 00:00	12.1658	30.8095	13.2754	16.3025	19.7699
13/12/2007 01:00	10.8568	43.284	11.5945	13.4895	25.7885
13/12/2007 02:00	9.6197	16.2976	9.977	11.268	23.0534
13/12/2007 03:00	11.2326	32.7525	12.5126	18.9725	14.034
13/12/2007 04:00	7.6573	14.5281	8.3539	13.0081	12.1275
13/12/2007 05:00	8.3588	10.3873	8.7429	12.7096	24.0069
13/12/2007 06:00	8.8931	33.2812	8.2766	11.3319	19.8902
13/12/2007 07:00	10.4983	34.5195	10.48	13.964	22.6634
13/12/2007 08:00	10.2725	19.7518	10.3772	11.5317	19.9741
13/12/2007 09:00	8.9601	34.7113	8.349	11.6478	19.7956
13/12/2007 10:00	8.2416	8.9129	8.3723	11.0873	14.017
13/12/2007 11:00	9.485	20.7512	10.1388	14.9352	12.7043
13/12/2007 12:00	9.1024	25.4782	9.584	12.0304	22.4396
13/12/2007 13:00	12.0195	16.9377	11.6354	17.0143	29.1306
13/12/2007 14:00	8.2786	24.816	8.5163	11.4925	22.5899
13/12/2007 15:00	8.758	32.6987	9.3249	14.6874	14.5904
13/12/2007 16:00	10.2524	30.3808	10.9972	14.6176	30.3576
13/12/2007 17:00	10.525	34.6954	10.814	11.4488	14.45
13/12/2007 18:00	13.879	22.9028	14.3604	19.3728	17.7402
13/12/2007 19:00	12.3723	35.173	11.784	15.4841	25.8324
13/12/2007 20:00	15.1152	59.6031	15.2237	18.6006	28.9053
13/12/2007 21:00	11.8716	45.2873	12.3724	13.5874	20.4294
13/12/2007 22:00	14.2035	49.7531	15.398	21.5009	36.0712
13/12/2007 23:00	12.6637	46.7891	12.3731	18.7611	21.5525
14/12/2007 00:00	11.9399	31.7301	12.6525	17.8339	21.202
14/12/2007 01:00	12.729	25.4287	13.3102	14.5088	33.6236
14/12/2007 02:00	12.5506	43.0241	12.9006	15.3802	35.4913
14/12/2007 03:00	13.1053	32.3309	14.5016	20.2614	19.9593
14/12/2007 04:00	11.6215	40.4044	11.6495	15.1673	27.3257
14/12/2007 05:00	10.3966	14.1724	10.5906	14.9357	14.0836
14/12/2007 06:00	14.4059	42.2853	14.4496	16.9474	39.876
14/12/2007 07:00	11.5449	32.4847	12.8349	13.8841	18.0247
14/12/2007 08:00	14.271	15.3664	14.3678	15.9456	42.2335
14/12/2007 09:00	15.265	26.9927	16.0747	20.7704	29.3953
14/12/2007 10:00	14.0808	34.8279	13.4324	15.3093	19.8011
14/12/2007 11:00	11.5259	30.8414	12.3442	18.2856	28.4912
14/12/2007 12:00	10.4734	25.9882	10.3424	12.7238	13.606
14/12/2007 13:00	7.9655	13.6252	8.149	11.5115	18.3994
14/12/2007 14:00	7.1775	8.2106	6.8024	10.6186	14.6219
14/12/2007 15:00	7.7867	9.1267	8.0645	10.2227	13.4962
14/12/2007 16:00	6.7258	24.2018	7.1596	8.3886	13.4652
14/12/2007 17:00	7.5127	9.326	8.4002	12.9126	18.7948
14/12/2007 18:00	7.2833	27.6347	7.534	8.405	14.0775
14/12/2007 19:00	10.096	25.6075	9.4215	10.8758	26.6976
14/12/2007 20:00	9.3727	20.4982	9.1735	12.3502	10.6839
14/12/2007 21:00	9.7741	38.8988	10.0728	11.3527	18.0435
14/12/2007 22:00	9.2839	19.2208	9.3702	14.5656	24.2386
14/12/2007 23:00	10.1213	32.365	10.69	11.6973	13.8108
15/12/2007 00:00	8.7746	12.7085	9.2616	11.3363	10.691
15/12/2007 01:00	12.6929	39.1195	13.2602	19.3767	19.6752
15/12/2007 02:00	12.9212	24.7252	12.581	16.2924	23.71
15/12/2007 03:00	12.439	15.7529	12.8914	14.0932	27.3102
15/12/2007 04:00	12.2117	16.5685	12.4518	13.1358	13.3423
15/12/2007 05:00	10.2923	40.4921	11.1123	16.0993	26.4922
15/12/2007 06:00	10.6301	26.8	10.3044	13.6568	22.8833
15/12/2007 07:00	11.3541	34.387	12.2295	17.7496	16.5731
15/12/2007 08:00	11.4191	24.0015	12.6857	16.9785	26.6105
15/12/2007 09:00	10.5718	28.1607	10.2712	15.5588	31.6716
15/12/2007 10:00	13.7541	35.6302	14.4521	15.9477	33.8323
15/12/2007 11:00	13.092	22.7432	14.2958	21.6274	27.5291
15/12/2007 12:00	9.7078	30.9772	10.2946	13.5689	23.2894
15/12/2007 13:00	9.1636	24.2484	9.0727	10.1604	19.4634
15/12/2007 14:00	10.3183	15.9093	10.4952	11.4793	27.0393
15/12/2007 15:00	9.5574	23.8258	10.2117	15.9369	17.3143
15/12/2007 16:00	8.159	18.5232	8.3472	12.3501	11.8391
15/12/2007 17:00	10.8441	29.7423	11.0793	17.1393	20.745
15/12/2007 18:00	10.7817	37.7445	11.9977	15.644	11.2954
15/12/2007 19:00	13.3698	35.9646	14.6877	15.4562	33.5971
15/12/2007 20:00	11.4473	35.3074	11.7313	17.9869	29.9769
15/12/2007 21:00	10.9039	18.5175	11.8742	17.5776	14.3581
15/12/2007 22:00	9.8304	23.5197	9.3652	11.3745	12.4287
15/12/2007 23:00	12.079	16.9784	12.9061	16.0024	31.8403
16/12/2007 00:00	13.194	26.5667	13.6342	17.4335	26.3344
16/12/2007 01:00	12.5801	23.9633	12.9763	18.9898	20.4323
16/12/2007 02:00	15.8324	28.4168	16.5332	24.1456	22.9354
16/12/2007 03:00	13.5148	29.0517	13.4126	14.1417	18.0793
16/12/2007 04:00	16.889	26.3302	16.646	18.7927	27.7044
16/12/2007 05:00	17.3284	41.1488	17.4376	22.2108	43.9183
16/12/2007 06:00	18.176	60.2336	18.3124	26.1341	46.9911
16/12/2007 07:00	15.614	30.5334	16.6468	17.9615	32.798
16/12/2007 08:00	17.7975	46.4806	18.5384	20.5863	40.8654
16/12/2007 09:00	17.4931	56.5508	17.4008	23.5764	31.5498
16/12/2007 10:00	15.4698	27.6317	15.1686	18.3929	26.9858
16/12/2007 11:00	21.7113	45.378	21.3114	24.918	59.9338
16/12/2007 12:00	15.7974	58.1894	16.107	22.3428	18.4751
16/12/2007 13:00	18.2722	30.2383	18.4803	24.3683	44.7829
16/12/2007 14:00	21.5261	83.8431	21.5332	30.3194	59.6875
16/12/2007 15:00	21.5462	23.6979	22.847	32.9015	35.9609
16/12/2007 16:00	21.2713	43.6602	22.8822	31.1389	47.0986
16/12/2007 17:00	20.1611	37.6004	21.4765	25.2578	52.689
16/12/2007 18:00	18.0493	24.0173	18.8581	21.5768	53.1123
16/12/2007 19:00	15.5519	48.0859	16.5979	21.0209	32.7947
16/12/2007 20:00	17.3833	56.9045	17.9721	22.9023	18.3559
16/12/2007 21:00	15.5065	34.3539	15.3893	21.6964	17.6668
16/12/2007 22:00	13.4028	41.2971	13.4694	16.5244	14.6664
16/12/2007 23:00	9.2982	24.8119	9.2208	13.1894	18.4762
17/12/2007 00:00	8.1875	15.9405	8.8197	12.0808	20.6022
17/12/2007 01:00	7.5608	13.1856	7.8816	8.8524	14.77
17/12/2007 02:00	5.8495	14.2994	6.1082	7.6874	8.0687
17/12/2007 03:00	7.4116	24.711	7.5117	9.9803	18.8087
17/12/2007 04:00	7.3636	9.8119	7.9198	11.5368	16.2038
17/12/2007 05:00	6.3399	14.118	6.2357	9.6998	18.5703
17/12/2007 06:00	8.0637	31.0547	8.8711	12.3732	23.576
17/12/2007 07:00	7.1479	22.9854	7.561	11.0414	15.747
17/12/2007 08:00	9.7257	30.1648	10.1286	13.124	29.4693
17/12/2007 09:00	10.4575	32.5356	10.4237	13.2116	10.9896
17/12/2007 10:00	9.9186	13.0176	10.6176	15.9158	23.9651
17/12/2007 11:00	15.3147	30.9251	15.0765	15.8763	19.3398
17/12/2007 12:00	14.6946	32.4923	15.9218	22.0538	15.8515
17/12/2007 13:00	11.4477	36.3866	12.124	13.9325	27.1502
17/12/2007 14:00	14.5073	54.4129	14.4549	21.2639	33.6559
17/12/2007 15:00	16.1574	61.9701	16.1623	17.4983	40.0308
17/12/2007 16:00	12.3969	27.9272	12.9606	14.4224	15.4135
17/12/2007 17:00	14.6782	15.0779	14.5066	18.0468	26.8433
17/12/2007 18:00	13.1793	17.7501	13.6985	19.026	29.6404
17/12/2007 19:00	10.6483	30.2423	10.9759	16.9037	18.4985
17/12/2007 20:00	10.7932	13.9903	11.5574	13.4789	16.5323
17/12/2007 21:00	10.2824	36.1393	11.1804	14.4497	17.3867
17/12/2007 22:00	11.479	44.1513	11.3	15.3566	22.4987
17/12/2007 23:00	11.4243	23.7763	11.919	15.0417	16.1833
18/12/2007 00:00	14.0398	24.9665	14.849	18.2049	18.4678
18/12/2007 01:00	11.8955	25.3639	12.655	14.7247	34.356
18/12/2007 02:00	14.0265	29.0604	14.4054	19.4296	23.5761
18/12/2007 03:00	12.6766	45.7827	13.1756	15.8201	28.1037
18/12/2007 04:00	14.6553	53.4038	14.3883	17.4311	20.0081
18/12/2007 05:00	12.8647	50.2565	12.8196	16.6933	30.5561
18/12/2007 06:00	16.1063	36.8733	16.3095	21.6407	37.0841
18/12/2007 07:00	12.0857	15.0403	12.376	13.8636	33.7132
18/12/2007 08:00	13.4915	27.4174	14.9275	18.4472	25.5238
18/12/2007 09:00	11.8278	42.2189	11.9211	16.9279	22.5159
18/12/2007 10:00	13.7491	43.6836	15.0945	21.3852	32.7935
18/12/2007 11:00	11.2963	17.5134	11.583	16.7468	30.7697
18/12/2007 12:00	13.0457	36.1653	13.4916	17.4137	21.2144
18/12/2007 13:00	15.4265	43.0844	16.5822	17.9071	36.1945
18/12/2007 14:00	15.8003	30.6096	15.4365	17.526	40.2442
18/12/2007 15:00	15.7206	20.1119	15.9099	24.1929	35.3919
18/12/2007 16:00	11.3545	21.2928	12.0311	14.6002	31.9445
18/12/2007 17:00	12.5409	46.0243	13.488	18.7285	35.6664
18/12/2007 18:00	13.0059	35.1246	13.3284	19.9338	36.2978
18/12/2007 19:00	13.2033	46.0509	13.8436	19.7473	39.4604
18/12/2007 20:00	12.868	18.6084	13.9961	17.4831	17.948
18/12/2007 21:00	9.2742	15.8986	9.008	13.524	19.9422
18/12/2007 22:00	10.5241	39.1374	11.7065	15.3731	21.5697
18/12/2007 23:00	9.7437	21.1447	10.4444	12.0098	12.1425
19/12/2007 00:00	12.1572	27.2513	12.0665	17.8767	30.4054
19/12/2007 01:00	11.2706	27.1625	11.8747	13.7926	30.0611
19/12/2007 02:00	11.6262	13.7398	12.1962	14.4785	19.703
19/12/2007 03:00	12.2225	28.3829	12.9699	18.85	20.9486
19/12/2007 04:00	14.8122	55.5724	15.1318	17.8093	20.9298
19/12/2007 05:00	12.212	42.3687	12.7083	19.3212	24.7781
